Customer ID,Customer Name,Quantity,Sales,Discount,Profit,returned_numeric,customer_frequency,purchase_speed,Segment,Category,Region,Cluster,Customer_Type
PG-18895,Paul Gonzalez,1,19.99,0.0,6.796599999999998,0,17,7,Consumer,Technology,Central,0,Lookers/Surfers
PG-18895,Paul Gonzalez,2,6.16,0.0,2.9568,0,17,7,Consumer,Office Supplies,Central,0,Lookers/Surfers
GM-14455,Gary Mitchum,7,158.36800000000002,0.2,13.8572,0,12,5,Home Office,Office Supplies,Central,2,Loyal Customers
JS-15685,Jim Sink,3,20.1,0.0,6.632999999999998,1,11,5,Corporate,Office Supplies,West,1,Impulse Buyers
JS-15685,Jim Sink,2,73.584,0.2,8.278199999999998,1,11,5,Corporate,Technology,West,1,Impulse Buyers
JS-15685,Jim Sink,1,6.48,0.0,3.1104000000000003,1,11,5,Corporate,Office Supplies,West,1,Impulse Buyers
KB-16315,Karl Braun,2,12.96,0.0,6.2208000000000006,0,22,5,Consumer,Office Supplies,Central,0,Lookers/Surfers
KB-16315,Karl Braun,3,53.34,0.0,16.535399999999996,0,22,5,Consumer,Furniture,Central,0,Lookers/Surfers
KB-16315,Karl Braun,2,32.96,0.0,16.1504,0,22,5,Consumer,Office Supplies,Central,0,Lookers/Surfers
RB-19705,Roger Barcio,1,5.682000000000001,0.7,-3.788,0,7,6,Home Office,Office Supplies,West,0,Lookers/Surfers
PN-18775,Parhena Norris,7,96.53,0.0,40.5426,0,13,2,Home Office,Furniture,East,2,Loyal Customers
KD-16345,Katherine Ducich,3,51.312,0.2,17.9592,0,10,3,Consumer,Office Supplies,West,0,Lookers/Surfers
ER-13855,Elpida Rittenbach,6,77.88,0.0,22.5852,0,5,5,Corporate,Office Supplies,Central,2,Loyal Customers
RB-19465,Rick Bensley,7,64.624,0.2,22.6184,0,23,4,Home Office,Office Supplies,Central,2,Loyal Customers
RB-19465,Rick Bensley,3,95.976,0.2,-10.79730000000001,0,23,4,Home Office,Technology,Central,0,Lookers/Surfers
RB-19465,Rick Bensley,3,1.7879999999999996,0.8,-3.0396,0,23,4,Home Office,Office Supplies,Central,0,Lookers/Surfers
GZ-14470,Gary Zandusky,4,23.92,0.0,11.7208,0,14,3,Consumer,Office Supplies,Central,0,Lookers/Surfers
LC-16870,Lena Cacioppo,6,238.896,0.2,-26.87580000000001,0,30,4,Consumer,Technology,West,2,Loyal Customers
LC-16870,Lena Cacioppo,3,102.36,0.2,-3.8385000000000105,0,30,4,Consumer,Furniture,West,0,Lookers/Surfers
LC-16870,Lena Cacioppo,3,36.882000000000005,0.7,-25.8174,0,30,4,Consumer,Office Supplies,West,0,Lookers/Surfers
JM-15250,Janet Martin,8,74.11200000000001,0.2,17.6016,0,19,5,Consumer,Technology,South,2,Loyal Customers
JM-15250,Janet Martin,1,27.992000000000004,0.2,2.0994,0,19,5,Consumer,Technology,South,0,Lookers/Surfers
JM-15250,Janet Martin,1,3.3040000000000003,0.2,1.0738,0,19,5,Consumer,Office Supplies,South,0,Lookers/Surfers
PA-19060,Pete Armstrong,5,339.96000000000004,0.2,67.99199999999996,0,7,5,Home Office,Technology,Central,2,Loyal Customers
CV-12805,Cynthia Voltz,2,41.96,0.0,10.9096,0,19,5,Corporate,Furniture,East,0,Lookers/Surfers
CL-12565,Clay Ludtke,2,75.96,0.0,22.78799999999999,0,28,7,Consumer,Office Supplies,Central,0,Lookers/Surfers
CL-12565,Clay Ludtke,6,27.24,0.0,13.3476,0,28,7,Consumer,Office Supplies,Central,2,Loyal Customers
RC-19960,Ryan Crowe,14,40.096,0.2,14.534799999999995,0,11,2,Consumer,Office Supplies,East,2,Loyal Customers
RC-19960,Ryan Crowe,2,4.720000000000001,0.2,1.6519999999999997,0,11,2,Consumer,Office Supplies,East,0,Lookers/Surfers
RC-19960,Ryan Crowe,3,23.976000000000003,0.2,7.492499999999999,0,11,2,Consumer,Office Supplies,East,0,Lookers/Surfers
RC-19960,Ryan Crowe,6,130.464,0.2,44.0316,0,11,2,Consumer,Office Supplies,East,2,Loyal Customers
DK-13090,Dave Kipp,3,787.53,0.0,165.38129999999995,0,13,4,Consumer,Furniture,West,0,Lookers/Surfers
GG-14650,Greg Guthrie,1,157.79400000000004,0.7,-115.7156,0,24,5,Corporate,Office Supplies,South,0,Lookers/Surfers
SC-20725,Steven Cartwright,3,47.04,0.0,18.3456,0,26,3,Consumer,Furniture,East,0,Lookers/Surfers
SC-20725,Steven Cartwright,4,30.84,0.0,13.878,0,26,3,Consumer,Office Supplies,East,0,Lookers/Surfers
SC-20725,Steven Cartwright,6,226.56,0.0,63.436800000000005,0,26,3,Consumer,Office Supplies,East,2,Loyal Customers
SC-20725,Steven Cartwright,9,115.02,0.0,51.75899999999999,0,26,3,Consumer,Office Supplies,East,2,Loyal Customers
SC-20725,Steven Cartwright,7,68.04,0.0,19.7316,0,26,3,Consumer,Technology,East,2,Loyal Customers
AD-10180,Alan Dominguez,3,600.558,0.3,-8.579400000000078,0,12,2,Home Office,Furniture,Central,0,Lookers/Surfers
PF-19165,Philip Fox,6,617.7,0.5,-407.6820000000001,0,10,5,Consumer,Furniture,Central,2,Loyal Customers
TS-21610,Troy Staebel,2,2.3880000000000003,0.7,-1.8308,0,11,7,Consumer,Office Supplies,West,0,Lookers/Surfers
TS-21610,Troy Staebel,7,243.992,0.2,30.49899999999998,0,11,7,Consumer,Office Supplies,West,2,Loyal Customers
LS-16975,Lindsay Shagiari,2,81.424,0.2,-9.160199999999996,0,22,4,Home Office,Furniture,West,0,Lookers/Surfers
LS-16975,Lindsay Shagiari,3,238.56,0.0,26.241599999999977,0,22,4,Home Office,Furniture,West,0,Lookers/Surfers
DW-13585,Dorothy Wardle,5,59.96999999999999,0.4,-11.993999999999993,0,10,3,Corporate,Technology,East,0,Lookers/Surfers
DW-13585,Dorothy Wardle,2,78.304,0.2,29.364,0,10,3,Corporate,Office Supplies,East,0,Lookers/Surfers
DW-13585,Dorothy Wardle,9,21.456,0.2,6.973199999999998,0,10,3,Corporate,Office Supplies,East,2,Loyal Customers
LC-16885,Lena Creighton,3,20.04,0.0,9.6192,1,23,6,Consumer,Office Supplies,West,1,Impulse Buyers
LC-16885,Lena Creighton,1,35.44,0.0,16.656799999999997,1,23,6,Consumer,Office Supplies,West,1,Impulse Buyers
LC-16885,Lena Creighton,4,11.52,0.0,3.4559999999999995,1,23,6,Consumer,Office Supplies,West,1,Impulse Buyers
LC-16885,Lena Creighton,2,4.02,0.0,1.9698,1,23,6,Consumer,Office Supplies,West,1,Impulse Buyers
LC-16885,Lena Creighton,3,76.176,0.2,26.6616,1,23,6,Consumer,Office Supplies,West,1,Impulse Buyers
LC-16885,Lena Creighton,6,65.88,0.0,18.446400000000004,1,23,6,Consumer,Office Supplies,West,1,Impulse Buyers
LC-16885,Lena Creighton,14,43.120000000000005,0.0,20.6976,1,23,6,Consumer,Furniture,West,1,Impulse Buyers
JD-15895,Jonathan Doherty,2,82.80000000000001,0.2,10.349999999999994,0,32,2,Corporate,Furniture,East,0,Lookers/Surfers
SH-19975,Sally Hughsby,3,8.82,0.0,2.3814,0,29,5,Corporate,Office Supplies,West,0,Lookers/Surfers
SH-19975,Sally Hughsby,3,10.86,0.0,5.1042000000000005,0,29,5,Corporate,Office Supplies,West,0,Lookers/Surfers
SH-19975,Sally Hughsby,3,143.7,0.0,68.976,0,29,5,Corporate,Office Supplies,West,0,Lookers/Surfers
SG-20080,Sandra Glassco,3,839.4300000000001,0.0,218.2518,0,11,5,Consumer,Office Supplies,Central,0,Lookers/Surfers
HA-14920,Helen Andreada,7,671.93,0.0,20.1579,0,18,5,Consumer,Office Supplies,West,2,Loyal Customers
MG-17680,Maureen Gastineau,4,93.888,0.2,12.90959999999999,0,10,6,Home Office,Furniture,East,0,Lookers/Surfers
JE-16165,Justin Ellison,11,384.4500000000001,0.0,103.80150000000005,0,7,4,Corporate,Technology,Central,2,Loyal Customers
JE-16165,Justin Ellison,3,149.97,0.0,5.9987999999999815,0,7,4,Corporate,Technology,Central,0,Lookers/Surfers
JE-16165,Justin Ellison,8,1951.84,0.0,585.5519999999999,0,7,4,Corporate,Furniture,Central,2,Loyal Customers
JE-16165,Justin Ellison,5,171.55,0.0,80.6285,0,7,4,Corporate,Office Supplies,Central,2,Loyal Customers
TW-21025,Tamara Willingham,5,157.92,0.2,17.76599999999999,0,12,3,Home Office,Office Supplies,West,0,Lookers/Surfers
TW-21025,Tamara Willingham,2,203.184,0.2,15.23879999999999,0,12,3,Home Office,Technology,West,0,Lookers/Surfers
SP-20650,Stephanie Phelps,7,58.38,0.0,26.271,0,15,2,Corporate,Office Supplies,West,2,Loyal Customers
SP-20650,Stephanie Phelps,4,105.52,0.0,48.5392,0,15,2,Corporate,Office Supplies,West,0,Lookers/Surfers
SP-20650,Stephanie Phelps,6,80.88,0.0,21.0288,0,15,2,Corporate,Office Supplies,West,2,Loyal Customers
NK-18490,Neil Knudson,3,6.63,0.0,1.7901,0,11,6,Home Office,Office Supplies,West,0,Lookers/Surfers
DB-13060,Dave Brooks,2,457.568,0.2,51.47639999999994,0,13,5,Consumer,Furniture,West,0,Lookers/Surfers
NP-18670,Nora Paige,2,14.62,0.0,6.8714,0,10,4,Consumer,Office Supplies,Central,0,Lookers/Surfers
NP-18670,Nora Paige,7,944.93,0.0,236.2325,0,10,4,Consumer,Technology,Central,2,Loyal Customers
TT-21070,Ted Trevino,1,5.98,0.0,2.691,0,14,1,Consumer,Office Supplies,West,0,Lookers/Surfers
EM-13960,Eric Murdock,2,54.38400000000001,0.2,1.359599999999995,0,6,3,Consumer,Technology,East,0,Lookers/Surfers
RD-19900,Ruben Dartt,5,28.4,0.0,13.347999999999995,0,21,4,Consumer,Office Supplies,West,0,Lookers/Surfers
MJ-17740,Max Jones,2,27.680000000000003,0.2,9.688,0,15,4,Consumer,Office Supplies,West,0,Lookers/Surfers
BM-11140,Becky Martin,3,9.936,0.2,2.7324,0,16,4,Consumer,Office Supplies,Central,0,Lookers/Surfers
BM-11140,Becky Martin,8,8159.951999999999,0.4,-1359.992000000002,0,16,4,Consumer,Technology,Central,2,Loyal Customers
BM-11140,Becky Martin,3,275.928,0.2,-58.6347,0,16,4,Consumer,Office Supplies,Central,0,Lookers/Surfers
BM-11140,Becky Martin,9,1740.0599999999995,0.3,-24.85800000000017,0,16,4,Consumer,Furniture,Central,2,Loyal Customers
BM-11140,Becky Martin,6,32.064,0.2,6.813599999999997,0,16,4,Consumer,Office Supplies,Central,2,Loyal Customers
BM-11140,Becky Martin,5,177.97999999999996,0.8,-453.8490000000001,0,16,4,Consumer,Office Supplies,Central,0,Lookers/Surfers
BM-11140,Becky Martin,3,143.976,0.2,8.998500000000007,0,16,4,Consumer,Technology,Central,0,Lookers/Surfers
CS-12130,Chad Sievert,3,20.94,0.0,9.8418,0,7,4,Consumer,Office Supplies,West,0,Lookers/Surfers
CS-12130,Chad Sievert,2,110.96,0.0,53.2608,0,7,4,Consumer,Office Supplies,West,0,Lookers/Surfers
CS-12130,Chad Sievert,7,340.14400000000006,0.2,21.259,0,7,4,Consumer,Furniture,West,2,Loyal Customers
JB-15400,Jennifer Braxton,2,52.44799999999999,0.8,-131.12000000000003,0,16,5,Corporate,Office Supplies,Central,0,Lookers/Surfers
JB-15400,Jennifer Braxton,4,20.16,0.2,6.551999999999999,0,16,5,Corporate,Office Supplies,Central,0,Lookers/Surfers
SJ-20500,Shirley Jackson,4,97.26399999999998,0.8,-243.16000000000008,0,7,4,Consumer,Office Supplies,Central,0,Lookers/Surfers
JE-15745,Joel Eaton,7,396.802,0.3,-11.33719999999994,0,23,2,Consumer,Furniture,East,2,Loyal Customers
JE-15745,Joel Eaton,5,15.88,0.2,-3.771500000000001,0,23,2,Consumer,Office Supplies,East,0,Lookers/Surfers
JK-15640,Jim Kriz,1,3.28,0.0,1.4104,0,12,4,Home Office,Office Supplies,East,0,Lookers/Surfers
DK-13150,David Kendrick,2,24.816000000000003,0.2,1.8612,0,5,4,Corporate,Office Supplies,Central,0,Lookers/Surfers
DK-13150,David Kendrick,7,408.744,0.2,76.63949999999998,0,5,4,Corporate,Technology,Central,2,Loyal Customers
RM-19675,Robert Marley,4,503.96,0.0,131.02960000000002,0,11,5,Home Office,Technology,South,0,Lookers/Surfers
RM-19675,Robert Marley,5,149.95,0.0,41.986,0,11,5,Home Office,Technology,South,0,Lookers/Surfers
RM-19675,Robert Marley,2,29.0,0.0,7.25,0,11,5,Home Office,Technology,South,0,Lookers/Surfers
SK-19990,Sally Knutson,2,7.16,0.0,3.4368,0,5,4,Consumer,Office Supplies,East,0,Lookers/Surfers
FM-14290,Frank Merwin,8,176.8,0.0,22.98400000000001,0,20,4,Home Office,Technology,West,2,Loyal Customers
AM-10360,Alice McCarthy,3,37.224,0.2,3.7224,0,12,6,Corporate,Office Supplies,Central,0,Lookers/Surfers
AM-10360,Alice McCarthy,3,20.016,0.2,6.254999999999996,0,12,6,Corporate,Office Supplies,Central,0,Lookers/Surfers
MP-17470,Mark Packer,4,899.1360000000001,0.2,112.39199999999992,0,14,2,Home Office,Furniture,East,0,Lookers/Surfers
MP-17470,Mark Packer,6,71.76,0.0,20.092800000000004,0,14,2,Home Office,Technology,East,2,Loyal Customers
MP-17470,Mark Packer,8,51.84,0.0,24.8832,0,14,2,Home Office,Office Supplies,East,2,Loyal Customers
MP-17470,Mark Packer,3,626.3520000000001,0.2,46.97640000000001,0,14,2,Home Office,Furniture,East,0,Lookers/Surfers
MP-17470,Mark Packer,5,19.9,0.0,6.566999999999998,0,14,2,Home Office,Office Supplies,East,0,Lookers/Surfers
MZ-17515,Mary Zewe,7,14.28,0.0,6.711599999999999,0,10,6,Corporate,Office Supplies,West,2,Loyal Customers
CB-12025,Cassandra Brandow,2,7.408,0.2,1.2037999999999995,0,26,4,Consumer,Office Supplies,East,0,Lookers/Surfers
CB-12025,Cassandra Brandow,3,6.048,0.2,1.5876000000000006,0,26,4,Consumer,Office Supplies,East,0,Lookers/Surfers
VM-21685,Valerie Mitchum,3,46.26,0.0,12.0276,0,12,7,Home Office,Office Supplies,East,0,Lookers/Surfers
FH-14365,Fred Hopkins,2,2.9460000000000006,0.7,-2.2585999999999995,0,13,7,Corporate,Office Supplies,East,0,Lookers/Surfers
FH-14365,Fred Hopkins,3,16.056,0.2,5.8203000000000005,0,13,7,Corporate,Office Supplies,East,0,Lookers/Surfers
MB-17305,Maria Bertelson,3,21.744000000000003,0.2,6.794999999999999,0,19,5,Consumer,Office Supplies,East,0,Lookers/Surfers
BS-11755,Bruce Stewart,2,218.75,0.5,-161.875,1,14,2,Consumer,Furniture,West,1,Impulse Buyers
BS-11755,Bruce Stewart,1,2.6,0.2,0.2924999999999998,1,14,2,Consumer,Office Supplies,West,1,Impulse Buyers
LC-17140,Logan Currie,2,66.28399999999999,0.8,-178.9668,0,19,4,Consumer,Office Supplies,Central,0,Lookers/Surfers
HK-14890,Heather Kirkland,7,35.168000000000006,0.2,9.671200000000002,0,15,4,Corporate,Furniture,South,2,Loyal Customers
LE-16810,Laurel Elliston,4,444.768,0.2,44.476800000000026,0,9,5,Consumer,Technology,West,0,Lookers/Surfers
JH-15985,Joseph Holt,4,83.92,0.0,5.874399999999994,0,14,6,Consumer,Office Supplies,Central,0,Lookers/Surfers
JH-15985,Joseph Holt,2,131.98,0.0,35.634600000000006,0,14,6,Consumer,Technology,Central,0,Lookers/Surfers
JH-15985,Joseph Holt,4,15.92,0.0,7.4824,0,14,6,Consumer,Office Supplies,Central,0,Lookers/Surfers
JH-15985,Joseph Holt,9,52.29,0.0,16.209899999999998,0,14,6,Consumer,Office Supplies,Central,2,Loyal Customers
JH-15985,Joseph Holt,1,91.99,0.0,3.6795999999999935,0,14,6,Consumer,Office Supplies,Central,0,Lookers/Surfers
MS-17980,Michael Stewart,2,20.8,0.2,6.499999999999999,0,11,4,Corporate,Technology,Central,0,Lookers/Surfers
VW-21775,Victoria Wilson,2,23.680000000000003,0.2,8.879999999999999,1,18,7,Corporate,Office Supplies,East,1,Impulse Buyers
VW-21775,Victoria Wilson,5,452.45,0.5,-244.3230000000001,1,18,7,Corporate,Furniture,East,1,Impulse Buyers
VW-21775,Victoria Wilson,3,62.982,0.4,-14.695800000000006,1,18,7,Corporate,Technology,East,1,Impulse Buyers
VW-21775,Victoria Wilson,9,1188.0000000000002,0.7,-950.4,1,18,7,Corporate,Technology,East,1,Impulse Buyers
VW-21775,Victoria Wilson,2,89.584,0.2,4.479200000000006,1,18,7,Corporate,Technology,East,1,Impulse Buyers
JH-15910,Jonathan Howell,6,93.06,0.0,26.056800000000003,0,9,4,Consumer,Office Supplies,West,2,Loyal Customers
