Customer ID,Customer Name,Quantity,Sales,Discount,Profit,returned_numeric,customer_frequency,purchase_speed,Segment,Category,Region
AB-10105,Adrian Barton,3,1103.97,0.0,496.79,0,10,56.05,Consumer,Office Supplies,Central
AB-10105,Adrian Barton,3,23.64,0.2,5.32,0,10,56.05,Consumer,Office Supplies,Central
AB-10105,Adrian Barton,2,84.78,0.2,-16.96,0,10,56.05,Consumer,Office Supplies,Central
AB-10105,Adrian Barton,5,64.96,0.6,-84.45,0,10,56.05,Consumer,Furniture,Central
AB-10105,Adrian Barton,10,32.06,0.8,-51.3,0,10,56.05,Consumer,Office Supplies,Central
AB-10105,Adrian Barton,2,177.65,0.2,-28.87,0,10,56.05,Consumer,Office Supplies,Central
AB-10105,Adrian Barton,3,287.91,0.4,33.59,0,10,56.05,Consumer,Technology,Central
AB-10105,Adrian Barton,2,117.96,0.0,5.9,0,10,56.05,Consumer,Office Supplies,East
AB-10105,Adrian Barton,3,393.16,0.5,-204.45,0,10,56.05,Consumer,Furniture,West
AB-10105,Adrian Barton,13,9892.74,0.0,4946.37,0,10,56.05,Consumer,Office Supplies,Central
AB-10105,Adrian Barton,2,344.7,0.2,38.78,0,10,56.05,Consumer,Technology,West
AB-10105,Adrian Barton,3,470.38,0.2,52.92,0,10,56.05,Consumer,Technology,Central
AB-10105,Adrian Barton,3,39.82,0.2,7.47,0,10,56.05,Consumer,Technology,Central
AB-10105,Adrian Barton,2,12.62,0.2,-2.52,0,10,56.05,Consumer,Office Supplies,West
AB-10105,Adrian Barton,2,89.58,0.2,4.48,0,10,56.05,Consumer,Technology,West
AB-10105,Adrian Barton,2,471.92,0.2,29.5,0,10,56.05,Consumer,Technology,West
AB-10105,Adrian Barton,4,18.18,0.7,-13.94,0,10,56.05,Consumer,Office Supplies,West
AB-10105,Adrian Barton,6,821.88,0.0,213.69,0,10,56.05,Consumer,Furniture,South
AB-10105,Adrian Barton,2,21.96,0.0,10.76,0,10,56.05,Consumer,Office Supplies,South
AB-10150,Aimee Bixby,3,59.52,0.0,15.48,0,5,123.18,Consumer,Office Supplies,East
AB-10150,Aimee Bixby,3,479.97,0.0,177.59,0,5,123.18,Consumer,Technology,East
AB-10150,Aimee Bixby,2,18.62,0.0,5.4,0,5,123.18,Consumer,Office Supplies,East
AB-10150,Aimee Bixby,6,49.63,0.2,16.75,0,5,123.18,Consumer,Office Supplies,East
AB-10150,Aimee Bixby,2,97.82,0.0,45.98,0,5,123.18,Consumer,Office Supplies,East
AB-10150,Aimee Bixby,3,14.94,0.0,7.02,0,5,123.18,Consumer,Office Supplies,Central
AB-10150,Aimee Bixby,3,15.55,0.2,5.44,0,5,123.18,Consumer,Office Supplies,Central
AB-10150,Aimee Bixby,4,91.96,0.0,39.54,0,5,123.18,Consumer,Technology,East
AB-10150,Aimee Bixby,4,16.9,0.2,5.28,0,5,123.18,Consumer,Office Supplies,Central
AB-10150,Aimee Bixby,1,6.67,0.2,0.5,0,5,123.18,Consumer,Office Supplies,Central
AB-10150,Aimee Bixby,4,99.14,0.2,8.67,0,5,123.18,Consumer,Office Supplies,Central
AB-10150,Aimee Bixby,2,15.99,0.6,-13.99,0,5,123.18,Consumer,Furniture,Central
AB-10165,Alan Barnes,2,37.3,0.3,-1.07,0,8,85.77,Consumer,Furniture,Central
AB-10165,Alan Barnes,1,166.24,0.0,24.94,0,8,85.77,Consumer,Technology,West
AB-10165,Alan Barnes,5,33.4,0.0,16.03,0,8,85.77,Consumer,Office Supplies,West
AB-10165,Alan Barnes,4,46.69,0.2,-2.92,0,8,85.77,Consumer,Technology,West
AB-10165,Alan Barnes,2,20.96,0.0,5.24,0,8,85.77,Consumer,Office Supplies,West
AB-10165,Alan Barnes,3,88.75,0.2,27.74,0,8,85.77,Consumer,Office Supplies,West
AB-10165,Alan Barnes,3,304.23,0.0,9.13,0,8,85.77,Consumer,Office Supplies,West
AB-10165,Alan Barnes,5,94.2,0.0,39.56,0,8,85.77,Consumer,Furniture,West
AB-10165,Alan Barnes,3,14.59,0.2,2.55,0,8,85.77,Consumer,Office Supplies,East
AB-10165,Alan Barnes,3,89.86,0.2,21.34,0,8,85.77,Consumer,Office Supplies,East
AB-10165,Alan Barnes,3,13.87,0.2,5.03,0,8,85.77,Consumer,Office Supplies,East
AB-10165,Alan Barnes,5,163.96,0.2,59.44,0,8,85.77,Consumer,Office Supplies,South
AB-10165,Alan Barnes,3,24.82,0.2,8.38,0,8,85.77,Consumer,Office Supplies,West
AB-10165,Alan Barnes,6,14.98,0.2,5.43,0,8,85.77,Consumer,Office Supplies,West
AB-10255,Alejandro Ballentine,6,19.68,0.0,6.49,0,9,83.92,Home Office,Office Supplies,West
AB-10255,Alejandro Ballentine,2,37.94,0.0,18.21,0,9,83.92,Home Office,Office Supplies,East
AB-10255,Alejandro Ballentine,2,16.45,0.2,5.55,0,9,83.92,Home Office,Office Supplies,East
AB-10255,Alejandro Ballentine,2,36.78,0.2,10.58,0,9,83.92,Home Office,Technology,East
AB-10255,Alejandro Ballentine,2,13.62,0.2,3.57,0,9,83.92,Home Office,Technology,Central
AB-10255,Alejandro Ballentine,5,17.05,0.0,8.18,0,9,83.92,Home Office,Office Supplies,West
AB-10255,Alejandro Ballentine,4,18.92,0.0,7.38,0,9,83.92,Home Office,Furniture,South
AB-10255,Alejandro Ballentine,2,15.42,0.0,6.94,0,9,83.92,Home Office,Office Supplies,South
AB-10255,Alejandro Ballentine,1,2.97,0.4,-0.64,0,9,83.92,Home Office,Technology,East
AB-10255,Alejandro Ballentine,2,27.44,0.2,2.4,0,9,83.92,Home Office,Office Supplies,East
AB-10255,Alejandro Ballentine,2,16.68,0.0,4.34,0,9,83.92,Home Office,Office Supplies,West
AB-10255,Alejandro Ballentine,3,19.44,0.0,9.33,0,9,83.92,Home Office,Office Supplies,West
AB-10255,Alejandro Ballentine,4,192.16,0.0,92.24,0,9,83.92,Home Office,Office Supplies,West
AB-10255,Alejandro Ballentine,2,479.98,0.2,90.0,0,9,83.92,Home Office,Technology,West
AB-10600,Ann Blume,5,14.48,0.8,-23.89,0,4,155.43,Corporate,Office Supplies,Central
AB-10600,Ann Blume,3,9.24,0.0,4.44,0,4,155.43,Corporate,Office Supplies,West
AB-10600,Ann Blume,2,17.09,0.2,1.07,0,4,155.43,Corporate,Furniture,South
AB-10600,Ann Blume,14,38.39,0.7,-25.59,0,4,155.43,Corporate,Office Supplies,West
AB-10600,Ann Blume,2,95.99,0.7,-64.0,0,4,155.43,Corporate,Technology,West
AB-10600,Ann Blume,6,239.95,0.2,-35.99,0,4,155.43,Corporate,Technology,West
AB-10600,Ann Blume,2,201.58,0.2,15.12,0,4,155.43,Corporate,Technology,West
AB-10600,Ann Blume,4,899.14,0.2,-146.11,0,4,155.43,Corporate,Furniture,West
AC-10420,Alyssa Crouse,2,7.71,0.2,2.8,0,3,258.75,Corporate,Office Supplies,West
AC-10420,Alyssa Crouse,3,698.35,0.2,-17.46,0,3,258.75,Corporate,Furniture,West
AC-10420,Alyssa Crouse,3,57.58,0.2,21.59,0,3,258.75,Corporate,Office Supplies,East
AC-10420,Alyssa Crouse,5,127.92,0.2,-15.99,0,3,258.75,Corporate,Office Supplies,Central
AC-10420,Alyssa Crouse,4,34.24,0.8,-53.07,0,3,258.75,Corporate,Office Supplies,Central
AC-10450,Amy Cox,8,742.34,0.2,83.51,0,7,143.12,Consumer,Technology,West
AC-10450,Amy Cox,1,11.67,0.2,-0.73,0,7,143.12,Consumer,Technology,South
AC-10450,Amy Cox,11,52.27,0.2,17.64,0,7,143.12,Consumer,Office Supplies,East
AC-10450,Amy Cox,3,17.94,0.0,8.07,0,7,143.12,Consumer,Office Supplies,East
AC-10450,Amy Cox,9,7.51,0.7,-6.0,0,7,143.12,Consumer,Office Supplies,South
AC-10450,Amy Cox,2,16.56,0.2,5.8,0,7,143.12,Consumer,Office Supplies,South
AC-10450,Amy Cox,5,1219.96,0.2,381.24,0,7,143.12,Consumer,Office Supplies,West
AC-10450,Amy Cox,2,1793.98,0.0,843.17,0,7,143.12,Consumer,Office Supplies,Central
AC-10450,Amy Cox,2,1665.62,0.0,33.31,0,7,143.12,Consumer,Office Supplies,South
AC-10615,Ann Chong,4,3.58,0.7,-2.86,0,5,48.88,Corporate,Office Supplies,East
AC-10615,Ann Chong,2,147.18,0.2,-29.44,0,5,48.88,Corporate,Office Supplies,East
AC-10615,Ann Chong,5,8.4,0.0,0.34,0,5,48.88,Corporate,Office Supplies,West
AC-10615,Ann Chong,5,71.96,0.2,25.19,0,5,48.88,Corporate,Technology,West
AC-10615,Ann Chong,2,12.77,0.2,0.96,0,5,48.88,Corporate,Office Supplies,Central
AC-10615,Ann Chong,2,23.1,0.0,6.47,0,5,48.88,Corporate,Office Supplies,East
AC-10615,Ann Chong,2,11.54,0.0,3.46,0,5,48.88,Corporate,Furniture,East
AC-10615,Ann Chong,1,254.53,0.4,-93.33,0,5,48.88,Corporate,Furniture,East
AC-10615,Ann Chong,1,12.98,0.0,3.76,0,5,48.88,Corporate,Office Supplies,East
AC-10615,Ann Chong,8,26.43,0.2,8.92,0,5,48.88,Corporate,Office Supplies,East
AC-10615,Ann Chong,3,197.97,0.0,57.41,0,5,48.88,Corporate,Technology,East
AC-10615,Ann Chong,6,18.9,0.0,9.07,0,5,48.88,Corporate,Office Supplies,East
AC-10615,Ann Chong,5,1282.41,0.1,213.74,0,5,48.88,Corporate,Furniture,East
AC-10615,Ann Chong,3,4.92,0.0,2.21,0,5,48.88,Corporate,Office Supplies,East
AC-10615,Ann Chong,2,238.0,0.0,38.08,0,5,48.88,Corporate,Technology,East
AC-10615,Ann Chong,3,167.97,0.0,40.31,0,5,48.88,Corporate,Technology,East
AC-10615,Ann Chong,4,17.12,0.0,7.7,0,5,48.88,Corporate,Office Supplies,East
AC-10615,Ann Chong,1,37.93,0.0,6.83,0,5,48.88,Corporate,Furniture,East
AC-10660,Anna Chung,2,183.37,0.3,-7.86,0,5,178.0,Consumer,Furniture,East
AC-10660,Anna Chung,2,7.97,0.2,2.89,0,5,178.0,Consumer,Office Supplies,East
AC-10660,Anna Chung,2,84.78,0.2,-20.14,0,5,178.0,Consumer,Technology,West
AC-10660,Anna Chung,2,201.58,0.2,12.6,0,5,178.0,Consumer,Technology,West
AC-10660,Anna Chung,6,35.88,0.0,16.15,0,5,178.0,Consumer,Office Supplies,Central
AC-10660,Anna Chung,2,143.73,0.2,-32.34,0,5,178.0,Consumer,Office Supplies,Central
AD-10180,Alan Dominguez,1,5.88,0.2,1.98,0,8,100.73,Home Office,Office Supplies,East
AD-10180,Alan Dominguez,3,600.56,0.3,-8.58,0,8,100.73,Home Office,Furniture,Central
AD-10180,Alan Dominguez,6,51.07,0.2,5.11,0,8,100.73,Home Office,Furniture,East
AD-10180,Alan Dominguez,3,15.48,0.0,4.49,0,8,100.73,Home Office,Office Supplies,East
AD-10180,Alan Dominguez,5,2999.95,0.0,1379.98,0,8,100.73,Home Office,Technology,West
AD-10180,Alan Dominguez,3,51.45,0.0,13.89,0,8,100.73,Home Office,Office Supplies,West
AD-10180,Alan Dominguez,2,11.96,0.0,5.38,0,8,100.73,Home Office,Office Supplies,West
AD-10180,Alan Dominguez,3,1126.02,0.0,56.3,0,8,100.73,Home Office,Office Supplies,West
AD-10180,Alan Dominguez,4,163.96,0.0,80.34,0,8,100.73,Home Office,Office Supplies,West
AD-10180,Alan Dominguez,4,163.96,0.0,70.5,0,8,100.73,Home Office,Technology,East
AD-10180,Alan Dominguez,3,19.44,0.0,9.33,0,8,100.73,Home Office,Office Supplies,East
AD-10180,Alan Dominguez,3,897.15,0.0,251.2,0,8,100.73,Home Office,Furniture,East
AF-10870,Art Ferguson,2,7.78,0.0,2.02,0,7,47.6,Consumer,Office Supplies,West
AF-10870,Art Ferguson,7,18.09,0.2,6.56,0,7,47.6,Consumer,Office Supplies,West
AF-10870,Art Ferguson,3,71.97,0.0,35.98,0,7,47.6,Consumer,Office Supplies,West
AF-10870,Art Ferguson,2,3.21,0.8,-5.29,0,7,47.6,Consumer,Office Supplies,Central
AF-10870,Art Ferguson,2,26.18,0.2,-3.27,0,7,47.6,Consumer,Technology,Central
AF-10870,Art Ferguson,5,345.0,0.0,86.25,0,7,47.6,Consumer,Technology,East
AF-10870,Art Ferguson,2,174.29,0.3,-19.92,0,7,47.6,Consumer,Furniture,East
AF-10870,Art Ferguson,4,662.84,0.0,172.34,0,7,47.6,Consumer,Office Supplies,East
AF-10870,Art Ferguson,5,95.1,0.0,30.43,0,7,47.6,Consumer,Technology,East
AF-10870,Art Ferguson,6,26.88,0.0,12.9,0,7,47.6,Consumer,Office Supplies,East
AF-10870,Art Ferguson,2,257.98,0.0,74.81,0,7,47.6,Consumer,Technology,East
AF-10870,Art Ferguson,5,10.43,0.8,-18.25,0,7,47.6,Consumer,Office Supplies,Central
AF-10870,Art Ferguson,1,72.78,0.2,-18.2,0,7,47.6,Consumer,Office Supplies,Central
AF-10870,Art Ferguson,1,44.38,0.2,15.53,0,7,47.6,Consumer,Office Supplies,South
AF-10870,Art Ferguson,1,2.94,0.2,-0.66,0,7,47.6,Consumer,Office Supplies,South
AF-10870,Art Ferguson,3,233.06,0.3,-53.27,0,7,47.6,Consumer,Furniture,Central
AF-10885,Art Foster,7,349.96,0.5,-216.98,0,4,152.5,Consumer,Furniture,East
AF-10885,Art Foster,5,22.32,0.2,5.3,0,4,152.5,Consumer,Office Supplies,East
AF-10885,Art Foster,7,63.92,0.7,-46.88,0,4,152.5,Consumer,Office Supplies,East
AF-10885,Art Foster,7,83.72,0.0,23.44,0,4,152.5,Consumer,Technology,South
AF-10885,Art Foster,3,287.94,0.0,77.74,0,4,152.5,Consumer,Furniture,South
AF-10885,Art Foster,5,14.72,0.2,-3.31,0,4,152.5,Consumer,Office Supplies,East
AF-10885,Art Foster,3,38.98,0.2,-2.44,0,4,152.5,Consumer,Office Supplies,East
AG-10270,Alejandro Grove,2,55.5,0.0,9.99,0,5,80.69,Consumer,Office Supplies,West
AG-10270,Alejandro Grove,2,99.98,0.0,8.0,0,5,80.69,Consumer,Technology,East
AG-10270,Alejandro Grove,6,37.68,0.0,16.96,0,5,80.69,Consumer,Office Supplies,East
AG-10270,Alejandro Grove,3,40.74,0.0,0.41,0,5,80.69,Consumer,Office Supplies,Central
AG-10270,Alejandro Grove,5,14.4,0.0,7.06,0,5,80.69,Consumer,Office Supplies,Central
AG-10270,Alejandro Grove,5,149.95,0.0,41.99,0,5,80.69,Consumer,Technology,Central
AG-10270,Alejandro Grove,2,16.9,0.0,5.07,0,5,80.69,Consumer,Office Supplies,Central
AG-10270,Alejandro Grove,3,17.61,0.0,8.45,0,5,80.69,Consumer,Office Supplies,Central
AG-10270,Alejandro Grove,2,378.0,0.0,136.08,0,5,80.69,Consumer,Office Supplies,Central
AG-10270,Alejandro Grove,3,17.64,0.0,8.64,0,5,80.69,Consumer,Office Supplies,Central
AG-10270,Alejandro Grove,6,373.08,0.0,100.73,0,5,80.69,Consumer,Office Supplies,Central
AG-10270,Alejandro Grove,14,1336.44,0.0,387.57,0,5,80.69,Consumer,Furniture,Central
AG-10270,Alejandro Grove,3,29.97,0.0,0.3,0,5,80.69,Consumer,Technology,Central
AG-10270,Alejandro Grove,2,15.01,0.2,1.5,0,5,80.69,Consumer,Furniture,East
AG-10300,Aleksandra Gannaway,3,230.28,0.2,23.03,0,4,306.5,Corporate,Furniture,West
AG-10300,Aleksandra Gannaway,6,18.29,0.2,5.71,0,4,306.5,Corporate,Office Supplies,West
AG-10300,Aleksandra Gannaway,4,31.08,0.0,8.39,0,4,306.5,Corporate,Office Supplies,West
AG-10300,Aleksandra Gannaway,1,81.94,0.0,20.48,0,4,306.5,Corporate,Furniture,East
AG-10300,Aleksandra Gannaway,2,5.96,0.0,1.67,0,4,306.5,Corporate,Office Supplies,West
AG-10330,Alex Grayson,3,81.54,0.0,38.32,0,5,63.25,Consumer,Office Supplies,Central
AG-10330,Alex Grayson,12,167.28,0.0,23.42,0,5,63.25,Consumer,Technology,Central
AG-10330,Alex Grayson,4,95.84,0.2,34.74,0,5,63.25,Consumer,Technology,West
AG-10330,Alex Grayson,2,12.96,0.0,6.22,0,5,63.25,Consumer,Office Supplies,West
AG-10330,Alex Grayson,9,12.67,0.2,1.43,0,5,63.25,Consumer,Office Supplies,South
AG-10330,Alex Grayson,5,25.92,0.2,9.07,0,5,63.25,Consumer,Office Supplies,Central
AG-10330,Alex Grayson,5,6.33,0.8,-9.81,0,5,63.25,Consumer,Office Supplies,Central
AG-10330,Alex Grayson,5,75.88,0.2,26.56,0,5,63.25,Consumer,Office Supplies,Central
AG-10330,Alex Grayson,2,182.55,0.5,-135.09,0,5,63.25,Consumer,Furniture,West
AG-10390,Allen Goldenen,3,58.05,0.0,26.7,0,5,176.71,Consumer,Office Supplies,South
AG-10390,Allen Goldenen,11,71.28,0.0,34.21,0,5,176.71,Consumer,Office Supplies,South
AG-10390,Allen Goldenen,5,14.4,0.0,7.06,0,5,176.71,Consumer,Office Supplies,East
AG-10390,Allen Goldenen,3,15.7,0.2,5.1,0,5,176.71,Consumer,Office Supplies,East
AG-10390,Allen Goldenen,2,2.63,0.7,-1.93,0,5,176.71,Consumer,Office Supplies,East
AG-10390,Allen Goldenen,3,14.43,0.7,-10.58,0,5,176.71,Consumer,Office Supplies,East
AG-10390,Allen Goldenen,2,4.7,0.2,0.41,0,5,176.71,Consumer,Office Supplies,South
AG-10390,Allen Goldenen,4,19.76,0.0,8.3,0,5,176.71,Consumer,Furniture,West
AG-10495,Andrew Gjertsen,14,192.22,0.0,69.2,0,8,50.65,Corporate,Furniture,South
AG-10495,Andrew Gjertsen,7,173.49,0.2,54.21,0,8,50.65,Corporate,Office Supplies,South
AG-10495,Andrew Gjertsen,4,516.96,0.2,-6.46,0,8,50.65,Corporate,Office Supplies,South
AG-10495,Andrew Gjertsen,7,173.21,0.2,45.47,0,8,50.65,Corporate,Furniture,South
AG-10495,Andrew Gjertsen,2,4.45,0.2,0.33,0,8,50.65,Corporate,Office Supplies,South
AG-10495,Andrew Gjertsen,3,9.0,0.2,3.15,0,8,50.65,Corporate,Office Supplies,South
AG-10495,Andrew Gjertsen,10,42.24,0.2,13.2,0,8,50.65,Corporate,Office Supplies,South
AG-10495,Andrew Gjertsen,2,18.26,0.7,-13.39,0,8,50.65,Corporate,Office Supplies,South
AG-10495,Andrew Gjertsen,1,3.59,0.2,1.12,0,8,50.65,Corporate,Office Supplies,West
AG-10495,Andrew Gjertsen,3,15.55,0.2,5.44,0,8,50.65,Corporate,Office Supplies,Central
AG-10495,Andrew Gjertsen,7,347.36,0.3,-69.47,0,8,50.65,Corporate,Furniture,Central
AG-10495,Andrew Gjertsen,2,10.37,0.2,3.63,0,8,50.65,Corporate,Office Supplies,Central
AG-10495,Andrew Gjertsen,2,105.58,0.2,9.24,0,8,50.65,Corporate,Technology,West
AG-10495,Andrew Gjertsen,2,68.72,0.2,-14.6,0,8,50.65,Corporate,Technology,West
AG-10495,Andrew Gjertsen,7,418.32,0.0,117.13,0,8,50.65,Corporate,Office Supplies,Central
AG-10495,Andrew Gjertsen,2,123.86,0.1,46.79,0,8,50.65,Corporate,Office Supplies,Central
AG-10495,Andrew Gjertsen,3,19.3,0.2,6.03,0,8,50.65,Corporate,Office Supplies,West
AG-10495,Andrew Gjertsen,2,11.65,0.2,4.08,0,8,50.65,Corporate,Office Supplies,East
AG-10495,Andrew Gjertsen,4,18.18,0.2,5.91,0,8,50.65,Corporate,Office Supplies,East
